date,Unnamed: 0,n_sick,calls,n_duty,n_sby,sby_need,dafted,weekday,year,calendarweek,month,quarter,season,Feiertage,schulferien,Sick-ratio,Residuals_calls,rolling_mean_7_calls,rolling_mean_7_Sick-ratio,lag_49_calls,lag_365_calls,lag_49_Sickratio,lag_365_Sickratio,average7days45lag_calls,average7days45lag_Sickratio,Fahrer_benötigt
2016-12-27,270,80,6828,1700,90,0,0,1,2016,52,12,4,0,0,1,0.0470588235294117,293.4569040544541,5926.285714285715,0.03201680672268903,6552.0,8154.0,0.0335294117647058,0.0429411764705882,6708.857142857143,0.03134453781512597,1365.6
2016-12-28,271,91,6096,1700,90,0,0,2,2016,52,12,4,0,0,1,0.0535294117647058,-423.328810231259,6048.0,0.0355462184873949,6966.0,8154.0,0.0323529411764705,0.0429411764705882,6666.857142857143,0.03134453781512597,1219.2
2016-12-29,272,96,7326,1700,90,0,0,3,2016,52,12,4,0,0,1,0.0564705882352941,894.653768165953,6237.428571428572,0.03949579831932767,5730.0,8154.0,0.0323529411764705,0.0429411764705882,6754.285714285715,0.031428571428571354,1465.2
2016-12-30,273,92,5478,1700,90,0,0,4,2016,52,12,4,0,0,1,0.0541176470588235,-1111.9646987330011,6234.857142857143,0.043193277310924316,7110.0,8154.0,0.0335294117647058,0.0429411764705882,6988.285714285715,0.032016806722689015,1095.6
2016-12-31,274,66,5754,1700,90,0,0,5,2016,52,12,4,0,0,1,0.0388235294117647,-859.2790678144669,6318.0,0.045042016806722644,7140.0,8154.0,0.0258823529411764,0.0429411764705882,6792.857142857143,0.032521008403361286,1150.8
2017-01-01,275,60,6336,1800,90,0,0,6,2017,52,1,1,0,1,1,0.0333333333333333,-110.12043503620224,6361.714285714285,0.0456022408963585,6072.0,8154.0,0.028235294117647,0.0429411764705882,6929.142857142857,0.03310924369747894,1267.2
2017-01-02,276,70,8550,1800,90,0,0,0,2017,1,1,1,0,0,1,0.0388888888888888,1019.1537681659528,6624.0,0.046031746031745986,7710.0,8154.0,0.0341176470588235,0.0429411764705882,6810.0,0.0336974789915966,1710.0
2017-01-03,277,74,8238,1800,90,0,0,1,2017,1,1,1,0,0,1,0.0411111111111111,638.0283326258825,6825.428571428572,0.045182072829131614,8190.0,8154.0,0.0376470588235294,0.0429411764705882,6621.428571428572,0.034957983193277274,1647.6
2017-01-04,278,76,7902,1800,90,0,0,2,2017,1,1,1,0,0,0,0.0422222222222222,200.67118976874008,7083.428571428572,0.04356676003734824,5598.0,8154.0,0.0358823529411764,0.0429411764705882,6491.142857142857,0.036974789915966345,1580.4
2017-01-05,279,76,8268,1800,90,0,0,3,2017,1,1,1,0,0,0,0.0422222222222222,700.9394824516677,7218.0,0.041531279178337974,6684.0,8154.0,0.0364705882352941,0.0429411764705882,6532.285714285715,0.037983193277310874,1653.6
2017-01-06,280,71,6054,1800,90,0,0,4,2017,1,1,1,0,0,0,0.0394444444444444,-961.964698733002,7300.285714285715,0.039435107376283814,6276.0,8154.0,0.0376470588235294,0.0429411764705882,6341.142857142857,0.038235294117647,1210.8
2017-01-07,281,81,7152,1800,90,0,0,5,2017,1,1,1,0,0,0,0.045,723.0066464712478,7500.0,0.04031746031746029,5820.0,8154.0,0.0347058823529411,0.0429411764705882,6720.857142857143,0.03924369747899154,1430.4
2017-01-08,282,88,6318,1800,90,0,0,6,2017,1,1,1,0,0,0,0.0488888888888888,589.3081363923702,7497.428571428572,0.0425396825396825,5160.0,8154.0,0.0423529411764705,0.0429411764705882,6836.571428571428,0.04058823529411759,1263.6
2017-01-09,283,89,5418,1800,90,0,0,0,2017,2,1,1,0,0,0,0.0494444444444444,-995.9890889769042,7050.0,0.044047619047619016,7998.0,8154.0,0.0411764705882352,0.0429411764705882,7043.142857142857,0.04159663865546211,1083.6
2017-01-10,284,80,5376,1800,90,0,0,1,2017,2,1,1,0,0,0,0.0444444444444444,-945.1145245169736,6641.142857142857,0.044523809523809486,6852.0,8154.0,0.0394117647058823,0.0429411764705882,7131.428571428572,0.04226890756302514,1075.2
2017-01-11,285,73,5976,1800,90,0,0,2,2017,2,1,1,0,0,0,0.0405555555555555,108.09976119731164,6366.0,0.04428571428571424,8256.0,8154.0,0.0429411764705882,0.0429411764705882,7183.714285714285,0.0416806722689075,1195.2
2017-01-12,286,55,6414,1800,90,0,0,3,2017,2,1,1,0,0,0,0.0305555555555555,998.3680538802384,6101.142857142857,0.04261904761904756,7494.0,8154.0,0.0458823529411764,0.0429411764705882,6978.0,0.04100840336134449,1282.8
2017-01-13,287,47,5496,1800,90,0,0,4,2017,2,1,1,0,0,0,0.0261111111111111,58.03530126699787,6021.428571428572,0.04071428571428567,7722.0,8154.0,0.0447058823529411,0.0429411764705882,6945.428571428572,0.03999999999999994,1099.2
2017-01-14,288,49,4668,1800,90,0,0,5,2017,2,1,1,0,0,0,0.0272222222222222,-816.4219249573238,5666.571428571428,0.03817460317460313,6438.0,8154.0,0.0394117647058823,0.0429411764705882,6678.0,0.037983193277310874,933.6
2017-01-15,289,53,4074,1800,90,0,0,6,2017,2,1,1,0,0,0,0.0294444444444444,-834.4061493219169,5346.0,0.03539682539682536,5526.0,8154.0,0.038235294117647,0.0429411764705882,6528.857142857143,0.03504201680672264,814.8
2017-01-16,290,58,6300,1800,90,0,0,0,2017,3,1,1,0,0,0,0.0322222222222222,652.2966253088096,5472.0,0.032936507936507896,6558.0,8154.0,0.0364705882352941,0.0429411764705882,6630.857142857143,0.0325210084033613,1260.0
2017-01-17,291,52,6948,1800,90,0,0,1,2017,3,1,1,0,0,0,0.0288888888888888,1117.1711897687403,5696.571428571428,0.030714285714285673,6624.0,8154.0,0.0323529411764705,0.0429411764705882,6532.285714285715,0.030672268907562982,1389.6
2017-01-18,292,50,4920,1800,90,0,0,2,2017,3,1,1,0,0,0,0.0277777777777777,-944.4716673741168,5545.714285714285,0.028888888888888842,6384.0,8154.0,0.0288235294117647,0.0429411764705882,6533.142857142857,0.029495798319327696,984.0
2017-01-19,293,55,4938,1800,90,0,0,3,2017,3,1,1,0,0,0,0.0305555555555555,-1158.2033746911902,5334.857142857143,0.028888888888888842,6450.0,8154.0,0.0252941176470588,0.0429411764705882,6692.571428571428,0.028487394957983157,987.6
2017-01-20,294,62,6870,1800,90,0,0,4,2017,3,1,1,0,0,0,0.0344444444444444,742.0353012669979,5531.142857142857,0.030079365079365032,8436.0,8154.0,0.0270588235294117,0.0429411764705882,6806.571428571428,0.027815126050420143,1374.0
2017-01-21,295,58,5592,1800,90,0,0,5,2017,3,1,1,0,0,0,0.0322222222222222,-136.70763924303753,5663.142857142857,0.030793650793650745,5748.0,8154.0,0.0264705882352941,0.0429411764705882,6906.857142857143,0.028319327731092404,1118.4
2017-01-22,296,60,6618,1800,90,0,0,6,2017,3,1,1,0,0,0,0.0333333333333333,1323.0224221066555,6026.571428571428,0.0313492063492063,5532.0,8154.0,0.03,0.0429411764705882,6867.428571428572,0.02974789915966383,1323.6
2017-01-23,297,65,7248,1800,90,0,0,0,2017,4,1,1,0,0,0,0.0361111111111111,966.0109110230958,6162.0,0.03190476190476186,7674.0,8154.0,0.0294117647058823,0.0429411764705882,6536.571428571428,0.030672268907562982,1449.6
2017-01-24,298,63,5400,1800,90,0,0,1,2017,4,1,1,0,0,0,0.035,-791.685953088401,5940.857142857143,0.032777777777777746,7422.0,8154.0,0.0276470588235294,0.0429411764705882,6707.142857142857,0.031596638655462146,1080.0
2017-01-25,299,57,4860,1800,90,0,0,2,2017,4,1,1,0,0,0,0.0316666666666666,-1211.9002388026884,5932.285714285715,0.033333333333333305,7086.0,8154.0,0.0323529411764705,0.0429411764705882,6930.857142857143,0.03235294117647054,972.0
2017-01-26,300,66,5196,1800,90,0,0,3,2017,4,1,1,0,0,0,0.0366666666666666,-619.0605175483323,5969.142857142857,0.03420634920634917,6174.0,8154.0,0.0352941176470588,0.0429411764705882,6906.857142857143,0.0340336134453781,1039.2
2017-01-27,301,73,6330,1800,90,0,0,4,2017,4,1,1,0,0,0,0.0405555555555555,623.7495869812841,5892.0,0.035079365079365044,6120.0,8154.0,0.0335294117647058,0.0429411764705882,6863.142857142857,0.035798319327731046,1266.0
2017-01-28,302,62,5442,1800,90,0,0,5,2017,4,1,1,0,0,0,0.0344444444444444,-158.1362106716091,5870.571428571428,0.03539682539682536,6942.0,8154.0,0.0329411764705882,0.0429411764705882,6698.571428571428,0.037142857142857096,1088.4
2017-01-29,303,64,5742,1800,90,0,0,6,2017,4,1,1,0,0,0,0.0355555555555555,291.87956496379775,5745.428571428572,0.03571428571428568,7098.0,8154.0,0.0352941176470588,0.0429411764705882,6547.714285714285,0.037983193277310874,1148.4
2017-01-30,304,67,7212,1800,90,0,0,0,2017,5,1,1,0,0,1,0.0372222222222222,290.5823395945242,5740.285714285715,0.03587301587301583,7506.0,8154.0,0.0411764705882352,0.0429411764705882,6502.285714285715,0.03840336134453777,1442.4
2017-01-31,305,56,5904,1800,90,0,0,1,2017,5,1,1,0,0,1,0.0311111111111111,-1170.543095945546,5812.285714285715,0.03531746031746027,7116.0,8154.0,0.04,0.0429411764705882,6459.428571428572,0.038487394957983145,1180.8
2017-02-01,306,48,6786,1800,90,0,0,2,2017,5,2,1,0,0,1,0.0266666666666666,-365.04309594554616,6087.428571428572,0.03460317460317456,5934.0,8154.0,0.0417647058823529,0.0429411764705882,6115.714285714285,0.0386554621848739,1357.2
2017-02-02,307,50,8844,1800,90,19,0,3,2017,5,2,1,0,0,1,0.0277777777777777,1802.3680538802391,6608.571428571428,0.033333333333333284,5118.0,8154.0,0.0411764705882352,0.0429411764705882,6014.571428571428,0.0378991596638655,1768.8
2017-02-03,308,54,7494,1800,90,0,0,4,2017,5,2,1,0,0,1,0.03,322.892444124141,6774.857142857143,0.031825396825396784,5802.0,8154.0,0.0364705882352941,0.0429411764705882,5923.714285714285,0.036470588235294074,1498.8
2017-02-04,309,44,6666,1800,90,0,0,5,2017,5,2,1,0,0,1,0.0244444444444444,-454.70763924303753,6949.714285714285,0.03039682539682536,6642.0,8154.0,0.0335294117647058,0.0429411764705882,5825.142857142857,0.03462184873949576,1333.2
2017-02-05,310,48,5898,1800,90,0,0,6,2017,5,2,1,0,0,0,0.0266666666666666,-1065.8347207504876,6972.0,0.029126984126984085,4692.0,8154.0,0.0364705882352941,0.0429411764705882,5951.142857142857,0.03285714285714283,1179.6
2017-02-06,311,58,8844,1800,90,27,0,0,2017,6,2,1,0,0,0,0.0322222222222222,1307.1537681659545,7205.142857142857,0.028412698412698372,6798.0,8154.0,0.0358823529411764,0.0429411764705882,5907.428571428572,0.031680672268907535,1768.8
2017-02-07,312,60,6798,1800,90,0,0,1,2017,6,2,1,0,0,0,0.0333333333333333,-659.6859530884019,7332.857142857143,0.028730158730158686,6480.0,8154.0,0.03,0.0429411764705882,5697.428571428572,0.030588235294117614,1359.6
2017-02-08,313,65,8664,1800,90,0,0,2,2017,6,2,1,0,0,0,0.0361111111111111,1165.814046911598,7601.142857142857,0.030079365079365043,5244.0,8154.0,0.0288235294117647,0.0429411764705882,5888.571428571428,0.02957983193277307,1732.8
2017-02-09,314,60,6204,1800,90,0,0,3,2017,6,2,1,0,0,0,0.0333333333333333,-1376.7748032626178,7224.0,0.03087301587301584,6000.0,8154.0,0.0288235294117647,0.0429411764705882,5876.571428571428,0.029579831932773075,1240.8
2017-02-10,315,66,7032,1800,90,0,0,4,2017,6,2,1,0,0,0,0.0366666666666666,0.6067298384272206,7158.0,0.031825396825396784,5496.0,8154.0,0.028235294117647,0.0429411764705882,5926.285714285715,0.03201680672268903,1406.4
2017-02-11,316,62,7638,1800,90,0,0,5,2017,6,2,1,0,0,0,0.0344444444444444,782.1495036141056,7296.857142857143,0.03325396825396821,5172.0,8154.0,0.0258823529411764,0.0429411764705882,6048.0,0.0355462184873949,1527.6
2017-02-12,317,58,7398,1800,90,0,0,6,2017,6,2,1,0,0,0,0.0322222222222222,1366.7367078209418,7511.142857142857,0.034047619047619014,6030.0,8154.0,0.0294117647058823,0.0429411764705882,6237.428571428572,0.03949579831932767,1479.6
2017-02-13,318,62,5724,1800,90,0,0,0,2017,7,2,1,0,0,0,0.0344444444444444,-1487.131946119761,7065.428571428572,0.03436507936507933,6714.0,8154.0,0.0358823529411764,0.0429411764705882,6234.857142857143,0.043193277310924316,1144.8
2017-02-14,319,56,6816,1800,90,0,0,1,2017,7,2,1,0,0,0,0.0311111111111111,-416.2573816598321,7068.0,0.034047619047619014,6828.0,8154.0,0.0470588235294117,0.0429411764705882,6318.0,0.045042016806722644,1363.2
2017-02-15,320,60,5868,1800,90,0,0,2,2017,7,2,1,0,0,0,0.0333333333333333,-1241.0430959455462,6668.571428571428,0.03365079365079361,6096.0,8154.0,0.0535294117647058,0.0429411764705882,6361.714285714285,0.0456022408963585,1173.6
2017-02-16,321,67,7812,1800,90,0,0,3,2017,7,2,1,0,0,0,0.0372222222222222,1138.939482451667,6898.285714285715,0.03420634920634917,7326.0,8154.0,0.0564705882352941,0.0429411764705882,6624.0,0.046031746031745986,1562.4
2017-02-17,322,63,7272,1800,90,0,0,4,2017,7,2,1,0,0,0,0.035,689.7495869812841,6932.571428571428,0.03396825396825394,5478.0,8154.0,0.0541176470588235,0.0429411764705882,6825.428571428572,0.045182072829131614,1454.4
2017-02-18,323,52,7464,1800,90,0,0,5,2017,7,2,1,0,0,0,0.0288888888888888,1202.1495036141046,6907.714285714285,0.03317460317460315,5754.0,8154.0,0.0388235294117647,0.0429411764705882,7083.428571428572,0.04356676003734824,1492.8
2017-02-19,324,54,5268,1800,90,0,0,6,2017,7,2,1,0,0,0,0.03,-738.4061493219169,6603.428571428572,0.03285714285714283,6336.0,8154.0,0.0333333333333333,0.0429411764705882,7218.0,0.041531279178337974,1053.6
2017-02-20,325,57,5814,1800,90,0,0,0,2017,8,2,1,0,0,0,0.0316666666666666,-1181.9890889769042,6616.285714285715,0.03246031746031743,8550.0,8154.0,0.0388888888888888,0.0429411764705882,7300.285714285715,0.039435107376283814,1162.8
2017-02-21,326,58,5820,1800,90,0,0,1,2017,8,2,1,0,0,0,0.0322222222222222,-1080.543095945545,6474.0,0.03261904761904759,8238.0,8154.0,0.0411111111111111,0.0429411764705882,7500.0,0.04031746031746029,1164.0
2017-02-22,327,60,7056,1800,90,0,0,2,2017,8,2,1,0,0,0,0.0333333333333333,550.3854754830263,6643.714285714285,0.03261904761904759,7902.0,8154.0,0.0422222222222222,0.0429411764705882,7497.428571428572,0.0425396825396825,1411.2
2017-02-23,328,58,8088,1800,90,0,0,3,2017,8,2,1,0,0,0,0.0322222222222222,1610.3680538802382,6683.142857142857,0.03190476190476187,8268.0,8154.0,0.0422222222222222,0.0429411764705882,7050.0,0.044047619047619016,1617.6
2017-02-24,329,64,6696,1800,90,0,0,4,2017,8,2,1,0,0,0,0.0355555555555555,178.03530126699877,6600.857142857143,0.03198412698412694,6054.0,8154.0,0.0394444444444444,0.0429411764705882,6641.142857142857,0.044523809523809486,1339.2
2017-02-25,330,57,5388,1800,90,0,0,5,2017,8,2,1,0,0,0,0.0316666666666666,-1168.7076392430386,6304.285714285715,0.032380952380952344,7152.0,8154.0,0.045,0.0429411764705882,6366.0,0.04428571428571424,1077.6
2017-02-26,331,57,5994,1800,90,0,0,6,2017,8,2,1,0,0,0,0.0316666666666666,-568.6918636076307,6408.0,0.03261904761904757,6318.0,8154.0,0.0488888888888888,0.0429411764705882,6101.142857142857,0.04261904761904756,1198.8
2017-02-27,332,58,6822,1800,90,0,0,0,2017,9,2,1,0,0,0,0.0322222222222222,-856.274803262618,6552.0,0.03269841269841266,5418.0,8154.0,0.0494444444444444,0.0429411764705882,6021.428571428572,0.04071428571428567,1364.4
2017-02-28,333,55,7338,1800,90,0,0,1,2017,9,2,1,0,0,0,0.0305555555555555,-601.400238802689,6768.857142857143,0.03246031746031741,5376.0,8154.0,0.0444444444444444,0.0429411764705882,5666.571428571428,0.03817460317460313,1467.6
2017-03-01,334,53,10074,1800,90,268,178,2,2017,9,3,1,1,0,0,0.0294444444444444,2054.67118976874,7200.0,0.03190476190476186,5976.0,8154.0,0.0405555555555555,0.0429411764705882,5346.0,0.03539682539682536,2014.8
2017-03-02,335,54,9246,1800,90,104,14,3,2017,9,3,1,1,0,0,0.03,1316.3680538802382,7365.428571428572,0.03158730158730154,6414.0,8154.0,0.0305555555555555,0.0429411764705882,5472.0,0.032936507936507896,1849.2
2017-03-03,336,50,8616,1800,90,0,0,4,2017,9,3,1,1,0,0,0.0277777777777777,526.035301266997,7639.714285714285,0.03047619047619043,5496.0,8154.0,0.0261111111111111,0.0429411764705882,5696.571428571428,0.030714285714285673,1723.2
2017-03-04,337,47,6636,1800,90,0,0,5,2017,9,3,1,1,0,0,0.0261111111111111,-1220.1362106716092,7818.0,0.029682539682539644,4668.0,8154.0,0.0272222222222222,0.0429411764705882,5545.714285714285,0.028888888888888842,1327.2
2017-03-05,338,58,6288,1800,90,0,0,6,2017,9,3,1,1,0,0,0.0322222222222222,-946.6918636076308,7860.0,0.02976190476190473,4074.0,8154.0,0.0294444444444444,0.0429411764705882,5334.857142857143,0.028888888888888842,1257.6
2017-03-06,339,61,8670,1800,90,0,0,0,2017,10,3,1,1,0,0,0.0338888888888888,516.0109110230949,8124.0,0.029999999999999954,6300.0,8154.0,0.0322222222222222,0.0429411764705882,5531.142857142857,0.030079365079365032,1734.0
2017-03-07,340,56,6948,1800,90,0,0,1,2017,10,3,1,1,0,0,0.0311111111111111,-1128.543095945545,8068.285714285715,0.030079365079365043,6948.0,8154.0,0.0288888888888888,0.0429411764705882,5663.142857142857,0.030793650793650745,1389.6
2017-03-08,341,52,8700,1800,90,0,0,2,2017,10,3,1,1,0,0,0.0288888888888888,591.5283326258832,7872.0,0.029999999999999954,4920.0,8154.0,0.0277777777777777,0.0429411764705882,6026.571428571428,0.0313492063492063,1740.0
2017-03-09,342,55,9030,1800,90,61,0,3,2017,10,3,1,1,0,0,0.0305555555555555,1013.79662530881,7841.142857142857,0.03007936507936503,4938.0,8154.0,0.0305555555555555,0.0429411764705882,6162.0,0.03190476190476186,1806.0
2017-03-10,343,61,8166,1800,90,0,0,4,2017,10,3,1,1,0,0,0.0338888888888888,610.0353012669988,7776.857142857143,0.030952380952380898,6870.0,8154.0,0.0344444444444444,0.0429411764705882,5940.857142857143,0.032777777777777746,1633.2
2017-03-11,344,57,7548,1800,90,0,0,5,2017,10,3,1,1,0,0,0.0316666666666666,135.86378932839,7907.142857142857,0.03174603174603169,5592.0,8154.0,0.0322222222222222,0.0429411764705882,5932.285714285715,0.033333333333333305,1509.6
2017-03-12,345,61,6564,1800,90,0,0,6,2017,10,3,1,1,0,0,0.0338888888888888,-278.12043503620225,7946.571428571428,0.031984126984126914,6618.0,8154.0,0.0333333333333333,0.0429411764705882,5969.142857142857,0.03420634920634917,1312.8
2017-03-13,346,66,6174,1800,90,0,0,0,2017,11,3,1,1,0,0,0.0366666666666666,-1319.9890889769042,7590.0,0.032380952380952316,7248.0,8154.0,0.0361111111111111,0.0429411764705882,5892.0,0.035079365079365044,1234.8
2017-03-14,347,57,7188,1800,90,0,0,1,2017,11,3,1,1,0,0,0.0316666666666666,56.02833262588348,7624.285714285715,0.03246031746031739,5400.0,8154.0,0.035,0.0429411764705882,5870.571428571428,0.03539682539682536,1437.6
2017-03-15,348,60,7686,1800,90,0,0,2,2017,11,3,1,1,0,0,0.0333333333333333,642.0997611973125,7479.428571428572,0.03309523809523803,4860.0,8154.0,0.0316666666666666,0.0429411764705882,5745.428571428572,0.03571428571428568,1537.2
2017-03-16,349,61,6942,1800,90,0,0,3,2017,11,3,1,1,0,0,0.0338888888888888,100.93948245166672,7181.142857142857,0.0335714285714285,5196.0,8154.0,0.0366666666666666,0.0429411764705882,5740.285714285715,0.03587301587301583,1388.4
2017-03-17,350,60,5724,1800,90,0,0,4,2017,11,3,1,1,0,0,0.0333333333333333,-1057.964698733002,6832.285714285715,0.03349206349206343,6330.0,8154.0,0.0405555555555555,0.0429411764705882,5812.285714285715,0.03531746031746027,1144.8
2017-03-18,351,54,7620,1800,90,0,0,5,2017,11,3,1,1,0,0,0.03,849.8637893283909,6842.571428571428,0.033253968253968196,5442.0,8154.0,0.0344444444444444,0.0429411764705882,6087.428571428572,0.03460317460317456,1524.0
2017-03-19,352,58,6066,1800,90,0,0,6,2017,11,3,1,1,0,0,0.0322222222222222,-382.6918636076298,6771.428571428572,0.03301587301587297,5742.0,8154.0,0.0355555555555555,0.0429411764705882,6608.571428571428,0.033333333333333284,1213.2
2017-03-20,353,59,6486,1800,90,0,0,0,2017,12,3,1,1,0,0,0.0327777777777777,-945.4176604054747,6816.0,0.03246031746031741,7212.0,8154.0,0.0372222222222222,0.0429411764705882,6774.857142857143,0.031825396825396784,1297.2
2017-03-21,354,58,8352,1800,90,0,0,1,2017,12,3,1,1,0,0,0.0322222222222222,763.1711897687421,6982.285714285715,0.0325396825396825,5904.0,8154.0,0.0311111111111111,0.0429411764705882,6949.714285714285,0.03039682539682536,1670.4
2017-03-22,355,57,8412,1800,90,0,0,2,2017,12,3,1,1,0,0,0.0316666666666666,1062.0997611973123,7086.0,0.032301587301587255,6786.0,8154.0,0.0266666666666666,0.0429411764705882,6972.0,0.029126984126984085,1682.4
2017-03-23,356,56,7170,1800,90,0,0,3,2017,12,3,1,1,0,0,0.0311111111111111,-146.7748032626186,7118.571428571428,0.03190476190476187,8844.0,8154.0,0.0277777777777777,0.0429411764705882,7205.142857142857,0.028412698412698372,1434.0
2017-03-24,357,53,6918,1800,90,0,0,4,2017,12,3,1,1,0,0,0.0294444444444444,-633.6789844472866,7289.142857142857,0.031349206349206314,7494.0,8154.0,0.03,0.0429411764705882,7332.857142857143,0.028730158730158686,1383.6
2017-03-25,358,48,6636,1800,90,0,0,5,2017,12,3,1,1,0,0,0.0266666666666666,-785.5647821001797,7148.571428571428,0.03087301587301583,6666.0,8154.0,0.0244444444444444,0.0429411764705882,7601.142857142857,0.030079365079365043,1327.2
2017-03-26,359,48,6756,1800,90,0,0,6,2017,12,3,1,1,0,0,0.0266666666666666,-197.5490064647729,7247.142857142857,0.03007936507936503,5898.0,8154.0,0.0266666666666666,0.0429411764705882,7224.0,0.03087301587301584,1351.2
2017-03-27,360,56,8856,1800,90,28,0,0,2017,13,3,1,1,0,0,0.0311111111111111,872.5823395945242,7585.714285714285,0.0298412698412698,8844.0,8154.0,0.0322222222222222,0.0429411764705882,7158.0,0.031825396825396784,1771.2
2017-03-28,361,56,8688,1800,90,0,0,1,2017,13,3,1,1,0,0,0.0311111111111111,506.8854754830257,7633.714285714285,0.029682539682539644,6798.0,8154.0,0.0333333333333333,0.0429411764705882,7296.857142857143,0.03325396825396821,1737.6
2017-03-29,362,59,8112,1800,90,0,0,2,2017,13,3,1,1,0,0,0.0327777777777777,-419.04309594554616,7590.857142857143,0.0298412698412698,8664.0,8154.0,0.0361111111111111,0.0429411764705882,7511.142857142857,0.034047619047619014,1622.4
2017-03-30,363,58,7728,1800,90,0,0,3,2017,13,3,1,1,0,0,0.0322222222222222,-653.3462318340461,7670.571428571428,0.029999999999999954,6204.0,8154.0,0.0333333333333333,0.0429411764705882,7065.428571428572,0.03436507936507933,1545.6
2017-03-31,364,58,8394,1800,90,0,0,4,2017,13,3,1,1,0,0,0.0322222222222222,-71.39327016157279,7881.428571428572,0.03039682539682536,7032.0,8154.0,0.0366666666666666,0.0429411764705882,7068.0,0.034047619047619014,1678.8
2017-04-01,365,45,9774,1800,90,200,110,5,2017,13,4,2,1,0,0,0.025,1395.8637893283908,8329.714285714286,0.030158730158730128,7638.0,8154.0,0.0344444444444444,0.0429411764705882,6668.571428571428,0.03365079365079361,1954.8
2017-04-02,366,45,6630,1800,90,0,0,6,2017,13,4,2,1,0,0,0.025,-1274.1204350362032,8311.714285714286,0.0299206349206349,7398.0,8526.0,0.0322222222222222,0.0376470588235294,6898.285714285715,0.03420634920634917,1326.0
2017-04-03,367,49,10170,1800,90,283,193,0,2017,14,4,2,1,0,0,0.0272222222222222,1379.153768165953,8499.42857142857,0.029365079365079344,5724.0,8088.0,0.0344444444444444,0.04,6932.571428571428,0.03396825396825394,2034.0
2017-04-04,368,52,9324,1800,90,117,27,1,2017,14,4,2,1,0,0,0.0288888888888888,464.0283326258835,8590.285714285714,0.029047619047619013,6816.0,7044.0,0.0311111111111111,0.0417647058823529,6907.714285714285,0.03317460317460315,1864.8
2017-04-05,369,48,7770,1800,90,0,0,2,2017,14,4,2,1,0,0,0.0266666666666666,-858.7573816598306,8541.42857142857,0.028174603174603147,5868.0,7236.0,0.0333333333333333,0.0370588235294117,6603.428571428572,0.03285714285714283,1554.0
2017-04-06,370,43,7284,1800,90,0,0,3,2017,14,4,2,1,0,0,0.0238888888888888,-1135.0605175483342,8478.0,0.026984126984126944,7812.0,6492.0,0.0372222222222222,0.0411764705882352,6616.285714285715,0.03246031746031743,1456.8
2017-04-07,371,38,8970,1800,90,32,0,4,2017,14,4,2,1,0,0,0.0211111111111111,778.892444124141,8560.285714285714,0.02539682539682536,7272.0,6204.0,0.035,0.0376470588235294,6474.0,0.03261904761904759,1794.0
2017-04-08,372,44,8844,1800,90,13,0,5,2017,14,4,2,1,0,0,0.0244444444444444,1025.578075042676,8427.42857142857,0.02531746031746027,7464.0,7614.0,0.0288888888888888,0.0364705882352941,6643.714285714285,0.03261904761904759,1768.8
2017-04-09,373,41,6084,1800,90,0,0,6,2017,14,4,2,1,0,0,0.0227777777777777,-1408.6918636076307,8349.42857142857,0.024999999999999942,5268.0,5706.0,0.03,0.03,6683.142857142857,0.03190476190476187,1216.8
2017-04-10,374,45,9300,1800,90,105,15,0,2017,15,4,2,1,0,1,0.025,989.1537681659528,8225.142857142857,0.024682539682539632,5814.0,6606.0,0.0316666666666666,0.0317647058823529,6600.857142857143,0.03198412698412694,1860.0
2017-04-11,375,46,7962,1800,90,0,0,1,2017,15,4,2,1,0,1,0.0255555555555555,-228.54309594554587,8030.571428571428,0.02420634920634916,5820.0,6822.0,0.0322222222222222,0.0294117647058823,6304.285714285715,0.032380952380952344,1592.4
2017-04-12,376,46,8466,1800,90,0,0,2,2017,15,4,2,1,0,1,0.0255555555555555,654.9569040544557,8130.0,0.024047619047619002,7056.0,6060.0,0.0333333333333333,0.0288235294117647,6408.0,0.03261904761904757,1693.2
2017-04-13,377,55,6360,1800,90,0,0,3,2017,15,4,2,1,0,1,0.0305555555555555,-1462.489088976903,7998.0,0.02499999999999996,8088.0,5964.0,0.0322222222222222,0.0311764705882352,6552.0,0.03269841269841266,1272.0
2017-04-14,378,53,8220,1800,90,0,0,4,2017,15,4,2,1,1,1,0.0294444444444444,537.1781584098557,7890.857142857143,0.026190476190476143,6696.0,5928.0,0.0355555555555555,0.0305882352941176,6768.857142857143,0.03246031746031741,1644.0
2017-04-15,379,53,6876,1800,90,0,0,5,2017,15,4,2,1,0,1,0.0294444444444444,-624.4219249573238,7609.714285714285,0.02690476190476186,5388.0,7608.0,0.0316666666666666,0.0370588235294117,7200.0,0.03190476190476186,1375.2
2017-04-16,380,54,7086,1800,90,0,0,6,2017,15,4,2,1,0,1,0.03,-4.691863607630694,7752.857142857143,0.027936507936507902,5994.0,6768.0,0.0316666666666666,0.0323529411764705,7365.428571428572,0.03158730158730154,1417.2
2017-04-17,381,59,9048,1800,90,69,0,0,2017,16,4,2,1,1,1,0.0327777777777777,770.5823395945251,7716.857142857143,0.029047619047618996,6822.0,7242.0,0.0322222222222222,0.03,7639.714285714285,0.03047619047619043,1809.6
2017-04-18,382,60,7932,1800,90,0,0,1,2017,16,4,2,1,0,1,0.0333333333333333,-357.9716673741165,7712.571428571428,0.030158730158730114,7338.0,6768.0,0.0305555555555555,0.0347058823529411,7818.0,0.029682539682539644,1586.4
