date,Unnamed: 0,n_sick,calls,n_duty,n_sby,sby_need,dafted,weekday,calendarweek,month,quarter,season,schulferien,Sick-ratio,Residuals_calls,Residuals_Sick-ratio,Ausreißer_Sick-ratio,Ausreißer_Calls
2016-10-26,208,57,6108,1700,90,6108,6108,Wednesday,43,October,4,Herbst,True,0.0335294117647058,-612.7573816598306,-0.0029142517175494,False,False
2016-10-27,209,60,6366,1700,90,6366,6366,Thursday,43,October,4,Herbst,True,0.0352941176470588,-326.7748032626177,-0.0006344248785385,False,False
2016-10-28,210,61,5430,1700,90,5430,5430,Friday,43,October,4,Herbst,True,0.0358823529411764,-777.6789844472875,3.436231910907317e-05,False,False
2016-10-29,211,50,7980,1700,90,7980,7980,Saturday,43,October,4,Herbst,True,0.0294117647058823,1465.2923607569614,-0.0154997680197203,True,False
2016-10-30,212,59,5730,1700,90,5730,5730,Sunday,43,October,4,Herbst,False,0.0347058823529411,-426.406149321916,0.0001566509846353,False,False
2016-10-31,213,71,5874,1700,90,5874,5874,Monday,44,October,4,Herbst,False,0.0417647058823529,-1516.274803262619,0.0043299878993099,False,False
2016-11-01,214,65,9600,1700,90,9600,9600,Tuesday,44,November,4,Herbst,False,0.038235294117647,2000.8854754830263,0.0046731620671586,False,False
2016-11-02,215,66,6576,1700,90,6576,6576,Wednesday,44,November,4,Herbst,False,0.0388235294117647,-579.328810231259,0.0048628129335133,False,False
2016-11-03,216,62,8352,1700,90,8352,8352,Thursday,44,November,4,Herbst,False,0.0364705882352941,1237.510911023096,0.0037976340942134,False,False
2016-11-04,217,62,6984,1700,90,6984,6984,Friday,44,November,4,Herbst,False,0.0364705882352941,-201.67898444728743,0.0058555638590858,False,False
2016-11-05,218,47,5562,1700,90,5562,5562,Saturday,44,November,4,Herbst,False,0.0276470588235294,-1010.1362106716092,-0.0027619253379868,False,False
2016-11-06,219,48,6366,1700,90,6366,6366,Sunday,44,November,4,Herbst,False,0.028235294117647,163.30813639237022,-0.0006387366248664,False,False
2016-11-07,220,57,7098,1700,90,7098,7098,Monday,45,November,4,Herbst,False,0.0335294117647058,319.725196737382,0.0037820568307036,False,False
2016-11-08,221,57,6552,1700,90,6552,6552,Tuesday,45,November,4,Herbst,False,0.0335294117647058,-231.1145245169734,0.0047419033985064,False,False
2016-11-09,222,55,6966,1700,90,6966,6966,Wednesday,45,November,4,Herbst,False,0.0323529411764705,55.81404691159787,-0.0001958990716765,False,False
2016-11-10,223,55,5730,1700,90,5730,5730,Thursday,45,November,4,Herbst,False,0.0323529411764705,-1006.489088976904,0.0017976482310866,False,False
2016-11-11,224,57,7110,1700,90,7110,7110,Friday,45,November,4,Herbst,False,0.0335294117647058,389.7495869812832,0.0021075017887878,False,False
2016-11-12,225,44,7140,1700,90,7140,7140,Saturday,45,November,4,Herbst,False,0.0258823529411764,363.86378932839,-0.0038211022892288,False,False
2016-11-13,226,48,6072,1700,90,6072,6072,Sunday,45,November,4,Herbst,False,0.028235294117647,-83.5490064647729,-0.0001534931643484,False,False
2016-11-14,227,58,7710,1700,90,7710,7710,Monday,46,November,4,Herbst,False,0.0341176470588235,468.0109110230958,0.003731556778083,False,False
2016-11-15,228,64,8190,1700,90,8190,8190,Tuesday,46,November,4,Herbst,False,0.0376470588235294,1080.3140469115972,0.0042696360168282,False,False
2016-11-16,229,61,5598,1700,90,5598,5598,Wednesday,46,November,4,Herbst,False,0.0358823529411764,-1224.7573816598317,0.001536153775097,False,False
2016-11-17,230,62,6684,1700,90,6684,6684,Thursday,46,November,4,Herbst,False,0.0364705882352941,123.2251967373814,0.0016710069793765,False,False
2016-11-18,231,64,6276,1700,90,6276,6276,Friday,46,November,4,Herbst,False,0.0376470588235294,-222.2504130187159,0.0034190580543286,False,False
2016-11-19,232,59,5820,1700,90,5820,5820,Saturday,46,November,4,Herbst,False,0.0347058823529411,-308.9933535287522,-0.0013351142867219,False,False
2016-11-20,233,72,5160,1700,90,5160,5160,Sunday,46,November,4,Herbst,False,0.0423529411764705,-923.5490064647738,0.0048051470569407,False,False
2016-11-21,234,70,7998,1700,90,7998,7998,Monday,47,November,4,Herbst,False,0.0411764705882352,848.5823395945242,0.0052549022534197,False,False
2016-11-22,235,67,6852,1700,90,6852,6852,Tuesday,47,November,4,Herbst,False,0.0394117647058823,-490.82881023125873,0.0055802985178295,False,False
2016-11-23,236,73,8256,1700,90,8256,8256,Wednesday,47,November,4,Herbst,False,0.0429411764705882,923.2426183401694,0.0083337561614012,False,False
2016-11-24,237,78,7494,1700,90,7494,7494,Thursday,47,November,4,Herbst,False,0.0458823529411764,240.65376816595384,0.0118737690102482,True,False
2016-11-25,238,76,7722,1700,90,7722,7722,Friday,47,November,4,Herbst,False,0.0447058823529411,778.0353012669979,0.0106421489088711,True,False
2016-11-26,239,67,6438,1700,90,6438,6438,Saturday,47,November,4,Herbst,False,0.0394117647058823,-295.279067814466,0.0056248673667581,False,False
2016-11-27,240,65,5526,1700,90,5526,5526,Sunday,47,November,4,Herbst,False,0.038235294117647,-514.6918636076307,0.0010301251840563,False,False
2016-11-28,241,62,6558,1700,90,6558,6558,Monday,48,November,4,Herbst,False,0.0364705882352941,-283.70337469118954,0.0007089401370984,False,False
2016-11-29,242,55,6624,1700,90,6624,6624,Tuesday,48,November,4,Herbst,False,0.0323529411764705,-306.54309594554496,-0.0005036949289443,False,False
2016-11-30,243,49,6384,1700,90,6384,6384,Wednesday,48,November,4,Herbst,False,0.0288235294117647,-349.6145245169737,-0.0022517004517494,False,False
2016-12-01,244,43,6450,1700,90,6450,6450,Thursday,48,December,4,Winter,False,0.0252941176470588,-152.7748032626186,-0.0045549976418103,False,False
2016-12-02,245,46,8436,1700,90,8436,8436,Friday,48,December,4,Winter,False,0.0270588235294117,1777.4638726955704,-0.0017209339033613,False,False
2016-12-03,246,45,5748,1700,90,5748,5748,Saturday,48,December,4,Winter,False,0.0264705882352941,-846.4219249573229,-0.0031046086421825,False,False
2016-12-04,247,51,5532,1700,90,5532,5532,Sunday,48,December,4,Winter,False,0.03,-737.549006464772,-0.0040790727368807,False,False
2016-12-05,248,50,7674,1700,90,7674,7674,Monday,49,December,4,Winter,False,0.0294117647058823,493.725196737382,-0.0029691938898841,False,False
2016-12-06,249,47,7422,1700,90,7422,7422,Tuesday,49,December,4,Winter,False,0.0276470588235294,585.7426183401697,-0.0024500290021073,False,False
2016-12-07,250,55,7086,1700,90,7086,7086,Wednesday,49,December,4,Winter,False,0.0323529411764705,177.5283326258841,-0.0009204782248149,False,False
2016-12-08,251,60,6174,1700,90,6174,6174,Thursday,49,December,4,Winter,False,0.0352941176470588,-826.4890889769039,0.0033422225776882,False,False
2016-12-09,252,57,6120,1700,90,6120,6120,Friday,49,December,4,Winter,False,0.0335294117647058,-752.8218415901453,0.0030258252184561,False,False
2016-12-10,253,56,6942,1700,90,6942,6942,Saturday,49,December,4,Winter,False,0.0329411764705882,291.0066464712487,0.0002571115325491,False,False
2016-12-11,254,60,7098,1700,90,7098,7098,Sunday,49,December,4,Winter,False,0.0352941176470588,1036.7367078209418,0.0008931671564329,False,False
2016-12-12,255,70,7506,1700,90,7506,7506,Monday,50,December,4,Winter,False,0.0411764705882352,645.4394824516673,0.0041263383869534,False,False
2016-12-13,256,68,7116,1700,90,7116,7116,Tuesday,50,December,4,Winter,False,0.04,314.0283326258835,0.0030081729761124,False,False
2016-12-14,257,71,5934,1700,90,5934,5934,Wednesday,50,December,4,Winter,False,0.0417647058823529,-726.7573816598315,0.0011320072731092,False,False
2016-12-15,258,70,5118,1700,90,5118,5118,Thursday,50,December,4,Winter,False,0.0411764705882352,-1067.346231834048,-0.0002377237964394,False,False
2016-12-16,259,62,5802,1700,90,5802,5802,Friday,50,December,4,Winter,False,0.0364705882352941,-178.53612730442967,-6.332897241996191e-05,False,False
2016-12-17,260,57,6642,1700,90,6642,6642,Saturday,50,December,4,Winter,False,0.0335294117647058,930.4352178998204,-0.0017831620630703,False,False
2016-12-18,261,62,4692,1700,90,4692,4692,Sunday,50,December,4,Winter,False,0.0364705882352941,-495.83472075048667,-0.00252669090936,False,False
2016-12-19,262,61,6798,1700,90,6798,6798,Monday,51,December,4,Winter,False,0.0358823529411764,534.0109110230967,-0.0025325129449755,False,False
2016-12-20,263,51,6480,1700,90,6480,6480,Tuesday,51,December,4,Winter,False,0.03,272.8854754830266,-0.0043415614862858,False,False
2016-12-21,264,49,5244,1700,90,5244,5244,Wednesday,51,December,4,Winter,False,0.0288235294117647,-654.7573816598306,-0.0062967735158225,False,False
2016-12-22,265,49,6000,1700,90,6000,6000,Thursday,51,December,4,Winter,False,0.0288235294117647,41.79662530880985,-0.0057071245343842,False,False
2016-12-23,266,48,5496,1700,90,5496,5496,Friday,51,December,4,Winter,True,0.028235294117647,-346.53612730442967,-0.0015301591555867,False,False
2016-12-24,267,44,5172,1700,90,5172,5172,Saturday,51,December,4,Winter,True,0.0258823529411764,-542.1362106716091,-0.0004664536926276,False,False
2016-12-25,268,50,6030,1700,90,6030,6030,Sunday,51,December,4,Winter,True,0.0294117647058823,619.3081363923693,0.0004773875785599,False,False
2016-12-26,269,61,6714,1700,90,6714,6714,Monday,52,December,4,Winter,True,0.0358823529411764,163.7251967373811,0.0031596754901196,False,False
2016-12-27,270,80,6828,1700,90,6828,6828,Tuesday,52,December,4,Winter,True,0.0470588235294117,293.4569040544541,0.0048806465990631,False,False
2016-12-28,271,91,6096,1700,90,6096,6096,Wednesday,52,December,4,Winter,True,0.0535294117647058,-423.328810231259,0.00673943572875,False,False
2016-12-29,272,96,7326,1700,90,7326,7326,Thursday,52,December,4,Winter,True,0.0564705882352941,894.653768165953,0.0098895551853287,False,False
2016-12-30,273,92,5478,1700,90,5478,5478,Friday,52,December,4,Winter,True,0.0541176470588235,-1111.9646987330011,0.0098379603104164,False,False
2016-12-31,274,66,5754,1700,90,5754,5754,Saturday,52,December,4,Winter,True,0.0388235294117647,-859.2790678144669,0.0022047132120097,False,False
2017-01-01,275,60,6336,1800,90,6336,6336,Sunday,52,January,1,Winter,True,0.0333333333333333,-110.12043503620224,0.0023535391446899,False,False
2017-01-02,276,70,8550,1800,90,8550,8550,Monday,1,January,1,Winter,True,0.0388888888888888,1019.1537681659528,0.002232791398343,False,False
2017-01-03,277,74,8238,1800,90,8238,8238,Tuesday,1,January,1,Winter,True,0.0411111111111111,638.0283326258825,0.0036175499641102,False,False
2017-01-04,278,76,7902,1800,90,7902,7902,Wednesday,1,January,1,Winter,False,0.0422222222222222,200.67118976874008,0.0026028711774309,False,False
2017-01-05,279,76,8268,1800,90,8268,8268,Thursday,1,January,1,Winter,False,0.0422222222222222,700.9394824516677,0.002625141465022,False,False
2017-01-06,280,71,6054,1800,90,6054,6054,Friday,1,January,1,Winter,False,0.0394444444444444,-961.964698733002,0.0023221717791904,False,False
2017-01-07,281,81,7152,1800,90,7152,7152,Saturday,1,January,1,Winter,False,0.045,723.0066464712478,0.0038265188677014,False,False
2017-01-08,282,88,6318,1800,90,6318,6318,Sunday,1,January,1,Winter,False,0.0488888888888888,589.3081363923702,0.0034479687454174,False,False
2017-01-09,283,89,5418,1800,90,5418,5418,Monday,2,January,1,Winter,False,0.0494444444444444,-995.9890889769042,0.0056059129613158,False,False
2017-01-10,284,80,5376,1800,90,5376,5376,Tuesday,2,January,1,Winter,False,0.0444444444444444,-945.1145245169736,0.0034145020542468,False,False
2017-01-11,285,73,5976,1800,90,5976,5976,Wednesday,2,January,1,Winter,False,0.0405555555555555,108.09976119731164,0.002021372103396,False,False
2017-01-12,286,55,6414,1800,90,6414,6414,Thursday,2,January,1,Winter,False,0.0305555555555555,998.3680538802384,-0.0034993501965789,False,False
2017-01-13,287,47,5496,1800,90,5496,5496,Friday,2,January,1,Winter,False,0.0261111111111111,58.03530126699787,-0.0033566902967622,False,False
2017-01-14,288,49,4668,1800,90,4668,4668,Saturday,2,January,1,Winter,False,0.0272222222222222,-816.4219249573238,-0.0056940950495789,False,False
2017-01-15,289,53,4074,1800,90,4074,4074,Sunday,2,January,1,Winter,False,0.0294444444444444,-834.4061493219169,-0.0061727931378025,False,False
2017-01-16,290,58,6300,1800,90,6300,6300,Monday,3,January,1,Winter,False,0.0322222222222222,652.2966253088096,-0.0047934607752011,False,False
2017-01-17,291,52,6948,1800,90,6948,6948,Tuesday,3,January,1,Winter,False,0.0288888888888888,1117.1711897687403,-0.0046176263462601,False,False
2017-01-18,292,50,4920,1800,90,4920,4920,Wednesday,3,January,1,Winter,False,0.0277777777777777,-944.4716673741168,-0.0059484244669984,False,False
2017-01-19,293,55,4938,1800,90,4938,4938,Thursday,3,January,1,Winter,False,0.0305555555555555,-1158.2033746911902,-0.0063793658413852,False,False
2017-01-20,294,62,6870,1800,90,6870,6870,Friday,3,January,1,Winter,False,0.0344444444444444,742.0353012669979,-0.0004640574926191,False,False
2017-01-21,295,58,5592,1800,90,5592,5592,Saturday,3,January,1,Winter,False,0.0322222222222222,-136.70763924303753,-0.0033962099258106,False,False
2017-01-22,296,60,6618,1800,90,6618,6618,Sunday,3,January,1,Winter,False,0.0333333333333333,1323.0224221066555,-0.0001922761052264,False,False
2017-01-23,297,65,7248,1800,90,7248,7248,Monday,4,January,1,Winter,False,0.0361111111111111,966.0109110230958,0.0035687612585294,False,False
2017-01-24,298,63,5400,1800,90,5400,5400,Tuesday,4,January,1,Winter,False,0.035,-791.685953088401,0.0022336372545899,False,False
2017-01-25,299,57,4860,1800,90,4860,4860,Wednesday,4,January,1,Winter,False,0.0316666666666666,-1211.9002388026884,0.0008362261873031,False,False
2017-01-26,300,66,5196,1800,90,5196,5196,Thursday,4,January,1,Winter,False,0.0366666666666666,-619.0605175483323,0.004140590711291,False,False
2017-01-27,301,73,6330,1800,90,6330,6330,Friday,4,January,1,Winter,False,0.0405555555555555,623.7495869812841,0.0060964106263755,False,False
2017-01-28,302,62,5442,1800,90,5442,5442,Saturday,4,January,1,Winter,False,0.0344444444444444,-158.1362106716091,0.0009623435893228,False,False
2017-01-29,303,64,5742,1800,90,5742,5742,Sunday,4,January,1,Winter,False,0.0355555555555555,291.87956496379775,-0.0002975392631212,False,False
2017-01-30,304,67,7212,1800,90,7212,7212,Monday,5,January,1,Winter,True,0.0372222222222222,290.5823395945242,0.0002653462611918,False,False
2017-01-31,305,56,5904,1800,90,5904,5904,Tuesday,5,January,1,Winter,True,0.0311111111111111,-1170.543095945546,-0.0035787923555621,False,False
2017-02-01,306,48,6786,1800,90,6786,6786,Wednesday,5,February,1,Winter,True,0.0266666666666666,-365.04309594554616,-0.002114641109868,False,False
2017-02-02,307,50,8844,1800,90,8844,8844,Thursday,5,February,1,Winter,True,0.0277777777777777,1802.3680538802391,-0.0034096917905585,False,False
2017-02-03,308,54,7494,1800,90,7494,7494,Friday,5,February,1,Winter,True,0.03,322.892444124141,0.0013732176721931,False,False
2017-02-04,309,44,6666,1800,90,6666,6666,Saturday,5,February,1,Winter,True,0.0244444444444444,-454.70763924303753,-0.0035237716450429,False,False
2017-02-05,310,48,5898,1800,90,5898,5898,Sunday,5,February,1,Winter,False,0.0266666666666666,-1065.8347207504876,-0.002171565585979,False,False
2017-02-06,311,58,8844,1800,90,8844,8844,Monday,6,February,1,Winter,False,0.0322222222222222,1307.1537681659545,0.0008526838638609,False,False
2017-02-07,312,60,6798,1800,90,6798,6798,Tuesday,6,February,1,Winter,False,0.0333333333333333,-659.6859530884019,0.001397933638849,False,False
2017-02-08,313,65,8664,1800,90,8664,8664,Wednesday,6,February,1,Winter,False,0.0361111111111111,1165.814046911598,0.0017313211635296,False,False
2017-02-09,314,60,6204,1800,90,6204,6204,Thursday,6,February,1,Winter,False,0.0333333333333333,-1376.7748032626178,0.002181752573777,False,False
2017-02-10,315,66,7032,1800,90,7032,7032,Friday,6,February,1,Winter,False,0.0366666666666666,0.6067298384272206,0.0064583404980598,False,False
2017-02-11,316,62,7638,1800,90,7638,7638,Saturday,6,February,1,Winter,False,0.0344444444444444,782.1495036141056,0.0027013533484776,False,False
2017-02-12,317,58,7398,1800,90,7398,7398,Sunday,6,February,1,Winter,False,0.0322222222222222,1366.7367078209418,-0.0008018722147589,False,False
2017-02-13,318,62,5724,1800,90,5724,5724,Monday,7,February,1,Winter,False,0.0344444444444444,-1487.131946119761,0.0047564258941986,False,False
2017-02-14,319,56,6816,1800,90,6816,6816,Tuesday,7,February,1,Winter,False,0.0311111111111111,-416.2573816598321,0.0014778446707936,False,False
2017-02-15,320,60,5868,1800,90,5868,5868,Wednesday,7,February,1,Winter,False,0.0333333333333333,-1241.0430959455462,0.0036169609277266,False,False
2017-02-16,321,67,7812,1800,90,7812,7812,Thursday,7,February,1,Winter,False,0.0372222222222222,1138.939482451667,0.0016068082966188,False,False
2017-02-17,322,63,7272,1800,90,7272,7272,Friday,7,February,1,Winter,False,0.035,689.7495869812841,0.0033822393534444,False,False
2017-02-18,323,52,7464,1800,90,7464,7464,Saturday,7,February,1,Winter,False,0.0288888888888888,1202.1495036141046,7.471288214931475e-05,False,False
2017-02-19,324,54,5268,1800,90,5268,5268,Sunday,7,February,1,Winter,False,0.03,-738.4061493219169,9.707270327076814e-05,False,False
2017-02-20,325,57,5814,1800,90,5814,5814,Monday,8,February,1,Winter,False,0.0316666666666666,-1181.9890889769042,0.0009165943114814,False,False
2017-02-21,326,58,5820,1800,90,5820,5820,Tuesday,8,February,1,Winter,False,0.0322222222222222,-1080.543095945545,-0.0009301266407783,False,False
2017-02-22,327,60,7056,1800,90,7056,7056,Wednesday,8,February,1,Winter,False,0.0333333333333333,550.3854754830263,0.001453420866184,False,False
2017-02-23,328,58,8088,1800,90,8088,8088,Thursday,8,February,1,Winter,False,0.0322222222222222,1610.3680538802382,0.0001024541396713,False,False
2017-02-24,329,64,6696,1800,90,6696,6696,Friday,8,February,1,Winter,False,0.0355555555555555,178.03530126699877,0.0017559876511292,False,False
2017-02-25,330,57,5388,1800,90,5388,5388,Saturday,8,February,1,Winter,False,0.0316666666666666,-1168.7076392430386,-0.0022904967441188,False,False
2017-02-26,331,57,5994,1800,90,5994,5994,Sunday,8,February,1,Winter,False,0.0316666666666666,-568.6918636076307,-0.0022904307720439,False,False
2017-02-27,332,58,6822,1800,90,6822,6822,Monday,9,February,1,Winter,False,0.0322222222222222,-856.274803262618,-0.0022811075041642,False,False
2017-02-28,333,55,7338,1800,90,7338,7338,Tuesday,9,February,1,Winter,False,0.0305555555555555,-601.400238802689,-0.0044246603831385,False,False
2017-03-01,334,53,10074,1800,90,10074,10074,Wednesday,9,March,1,Frühling,False,0.0294444444444444,2054.67118976874,-0.0031294212108053,False,False
2017-03-02,335,54,9246,1800,90,9246,9246,Thursday,9,March,1,Frühling,False,0.03,1316.3680538802382,-0.0033767434514054,False,False
2017-03-03,336,50,8616,1800,90,8616,8616,Friday,9,March,1,Frühling,False,0.0277777777777777,526.035301266997,-0.0023988488088092,False,False
2017-03-04,337,47,6636,1800,90,6636,6636,Saturday,9,March,1,Frühling,False,0.0261111111111111,-1220.1362106716092,-0.0037514813302147,False,False
2017-03-05,338,58,6288,1800,90,6288,6288,Sunday,9,March,1,Frühling,False,0.0322222222222222,-946.6918636076308,-0.0017434115317594,False,False
2017-03-06,339,61,8670,1800,90,8670,8670,Monday,10,March,1,Frühling,False,0.0338888888888888,516.0109110230949,0.0014574663680666,False,False
2017-03-07,340,56,6948,1800,90,6948,6948,Tuesday,10,March,1,Frühling,False,0.0311111111111111,-1128.543095945545,-0.001771261171976,False,False
2017-03-08,341,52,8700,1800,90,8700,8700,Wednesday,10,March,1,Frühling,False,0.0288888888888888,591.5283326258832,-0.0039439006675724,False,False
2017-03-09,342,55,9030,1800,90,9030,9030,Thursday,10,March,1,Frühling,False,0.0305555555555555,1013.79662530881,-0.0049770445668047,False,False
2017-03-10,343,61,8166,1800,90,8166,8166,Friday,10,March,1,Frühling,False,0.0338888888888888,610.0353012669988,-0.0004358332252626,False,False
2017-03-11,344,57,7548,1800,90,7548,7548,Saturday,10,March,1,Frühling,False,0.0316666666666666,135.86378932839,0.000540586470229,False,False
2017-03-12,345,61,6564,1800,90,6564,6564,Sunday,10,March,1,Frühling,False,0.0338888888888888,-278.12043503620225,0.0016388377390134,False,False
2017-03-13,346,66,6174,1800,90,6174,6174,Monday,11,March,1,Frühling,False,0.0366666666666666,-1319.9890889769042,0.0030104230950977,False,False
2017-03-14,347,57,7188,1800,90,7188,7188,Tuesday,11,March,1,Frühling,False,0.0316666666666666,56.02833262588348,-0.002116250357268,False,False
2017-03-15,348,60,7686,1800,90,7686,7686,Wednesday,11,March,1,Frühling,False,0.0333333333333333,642.0997611973125,-0.0028734943267135,False,False
2017-03-16,349,61,6942,1800,90,6942,6942,Thursday,11,March,1,Frühling,False,0.0338888888888888,100.93948245166672,-0.0020673179268097,False,False
2017-03-17,350,60,5724,1800,90,5724,5724,Friday,11,March,1,Frühling,False,0.0333333333333333,-1057.964698733002,0.0002829113261508,False,False
2017-03-18,351,54,7620,1800,90,7620,7620,Saturday,11,March,1,Frühling,False,0.03,849.8637893283909,-0.0018984411956317,False,False
2017-03-19,352,58,6066,1800,90,6066,6066,Sunday,11,March,1,Frühling,False,0.0322222222222222,-382.6918636076298,-0.0013093718259949,False,False
2017-03-20,353,59,6486,1800,90,6486,6486,Monday,12,March,1,Frühling,False,0.0327777777777777,-945.4176604054747,-0.0041787730351688,False,False
2017-03-21,354,58,8352,1800,90,8352,8352,Tuesday,12,March,1,Frühling,False,0.0322222222222222,763.1711897687421,-0.0060288161526321,False,False
2017-03-22,355,57,8412,1800,90,8412,8412,Wednesday,12,March,1,Frühling,False,0.0316666666666666,1062.0997611973123,-0.0047260255338611,False,False
2017-03-23,356,56,7170,1800,90,7170,7170,Thursday,12,March,1,Frühling,False,0.0311111111111111,-146.7748032626186,-0.0081673292363082,False,False
2017-03-24,357,53,6918,1800,90,6918,6918,Friday,12,March,1,Frühling,False,0.0294444444444444,-633.6789844472866,-0.004815888924543,False,False
2017-03-25,358,48,6636,1800,90,6636,6636,Saturday,12,March,1,Frühling,False,0.0266666666666666,-785.5647821001797,-0.0059469495198939,False,False
2017-03-26,359,48,6756,1800,90,6756,6756,Sunday,12,March,1,Frühling,False,0.0266666666666666,-197.5490064647729,-0.0035894091473402,False,False
2017-03-27,360,56,8856,1800,90,8856,8856,Monday,13,March,1,Frühling,False,0.0311111111111111,872.5823395945242,-0.000316025580984,False,False
2017-03-28,361,56,8688,1800,90,8688,8688,Tuesday,13,March,1,Frühling,False,0.0311111111111111,506.8854754830257,-3.5187170157104444e-05,False,False
2017-03-29,362,59,8112,1800,90,8112,8112,Wednesday,13,March,1,Frühling,False,0.0327777777777777,-419.04309594554616,-0.0023264797987202,False,False
2017-03-30,363,58,7728,1800,90,7728,7728,Thursday,13,March,1,Frühling,False,0.0322222222222222,-653.3462318340461,-0.0046667237069058,False,False
2017-03-31,364,58,8394,1800,90,8394,8394,Friday,13,March,1,Frühling,False,0.0322222222222222,-71.39327016157279,-0.0001755568965143,False,False
2017-04-01,365,45,9774,1800,90,9774,9774,Saturday,13,April,2,Frühling,False,0.025,1395.8637893283908,-0.0016517362651615,False,False
2017-04-02,366,45,6630,1800,90,6630,6630,Sunday,13,April,2,Frühling,False,0.025,-1274.1204350362032,-6.596078698183246e-05,False,False
2017-04-03,367,49,10170,1800,90,10170,10170,Monday,14,April,2,Frühling,False,0.0272222222222222,1379.153768165953,-0.0007955506762901,False,False
2017-04-04,368,52,9324,1800,90,9324,9324,Tuesday,14,April,2,Frühling,False,0.0288888888888888,464.0283326258835,0.000827967897205,False,False
2017-04-05,369,48,7770,1800,90,7770,7770,Wednesday,14,April,2,Frühling,False,0.0266666666666666,-858.7573816598306,-0.0010831912792749,False,False
2017-04-06,370,43,7284,1800,90,7284,7284,Thursday,14,April,2,Frühling,False,0.0238888888888888,-1135.0605175483342,-0.0029960822227227,False,False
2017-04-07,371,38,8970,1800,90,8970,8970,Friday,14,April,2,Frühling,False,0.0211111111111111,778.892444124141,-0.0046660310001187,False,False
2017-04-08,372,44,8844,1800,90,8844,8844,Saturday,14,April,2,Frühling,False,0.0244444444444444,1025.578075042676,-0.0035199970998968,False,False
2017-04-09,373,41,6084,1800,90,6084,6084,Sunday,14,April,2,Frühling,False,0.0227777777777777,-1408.6918636076307,-0.0054153724574419,False,False
2017-04-10,374,45,9300,1800,90,9300,9300,Monday,15,April,2,Frühling,True,0.025,989.1537681659528,-0.0022083897845361,False,False
2017-04-11,375,46,7962,1800,90,7962,7962,Tuesday,15,April,2,Frühling,True,0.0255555555555555,-228.54309594554587,-0.0029784888840173,False,False
2017-04-12,376,46,8466,1800,90,8466,8466,Wednesday,15,April,2,Frühling,True,0.0255555555555555,654.9569040544557,-0.003763179592793,False,False
2017-04-13,377,55,6360,1800,90,6360,6360,Thursday,15,April,2,Frühling,True,0.0305555555555555,-1462.489088976903,-0.0009983582593089,False,False
2017-04-14,378,53,8220,1800,90,8220,8220,Friday,15,April,2,Frühling,True,0.0294444444444444,537.1781584098557,0.0005521457202208,False,False
2017-04-15,379,53,6876,1800,90,6876,6876,Saturday,15,April,2,Frühling,True,0.0294444444444444,-624.4219249573238,0.0003187318067102,False,False
2017-04-16,380,54,7086,1800,90,7086,7086,Sunday,15,April,2,Frühling,True,0.03,-4.691863607630694,0.0019211958637101,False,False
2017-04-17,381,59,9048,1800,90,9048,9048,Monday,16,April,2,Frühling,True,0.0327777777777777,770.5823395945251,0.0043558316742948,False,False
2017-04-18,382,60,7932,1800,90,7932,7932,Tuesday,16,April,2,Frühling,True,0.0333333333333333,-357.9716673741165,0.0025277289840479,False,False
2017-04-19,383,67,8574,1800,90,8574,8574,Wednesday,16,April,2,Frühling,True,0.0372222222222222,153.5283326258832,0.004465571508705,False,False
2017-04-20,384,72,8016,1800,90,8016,8016,Thursday,16,April,2,Frühling,True,0.04,-288.20337469118925,0.0066414035815004,False,False
2017-04-21,385,69,8400,1800,90,8400,8400,Friday,16,April,2,Frühling,True,0.0383333333333333,322.8924441241419,0.0068425406573353,False,False
2017-04-22,386,61,8478,1800,90,8478,8478,Saturday,16,April,2,Frühling,True,0.0338888888888888,519.0066464712487,0.004347349550371,False,False
2017-04-23,387,71,7194,1800,90,7194,7194,Sunday,16,April,2,Frühling,False,0.0394444444444444,-382.6918636076289,0.0073776637188165,False,False
2017-04-24,388,68,8184,1800,90,8184,8184,Monday,17,April,2,Frühling,False,0.0377777777777777,-250.27480326261707,0.0078517178441918,False,False
2017-04-25,389,69,8352,1800,90,8352,8352,Tuesday,17,April,2,Frühling,False,0.0383333333333333,98.02833262588348,0.0073404460439552,False,False
2017-04-26,390,61,8874,1800,90,8874,8874,Wednesday,17,April,2,Frühling,False,0.0338888888888888,1005.5283326258832,0.0043138074625433,False,False
2017-04-27,391,61,7368,1800,90,7368,7368,Thursday,17,April,2,Frühling,False,0.0338888888888888,-338.7748032626186,0.0050904118798449,False,False
2017-04-28,392,63,7230,1800,90,7230,7230,Friday,17,April,2,Frühling,False,0.035,-663.6789844472866,0.0059033197875406,False,False
2017-04-29,393,59,6468,1800,90,6468,6468,Saturday,17,April,2,Frühling,False,0.0327777777777777,-1250.9933535287514,0.0045435175152738,False,False
2017-04-30,394,62,6984,1800,90,6984,6984,Sunday,17,April,2,Frühling,False,0.0344444444444444,-477.8347207504876,0.0039872763213678,False,False
2017-05-01,395,64,10218,1800,90,10218,10218,Monday,18,May,2,Frühling,False,0.0355555555555555,1489.725196737382,0.0032362926306072,False,False
2017-05-02,396,69,8376,1800,90,8376,8376,Tuesday,18,May,2,Frühling,False,0.0383333333333333,-326.2573816598303,0.0022778432571063,False,False
